"V1","Demeaned series  cpi_all_mom","Constructed series  cpi_all_mom","Cumulative effect of  oil_USD shock on  cpi_all_mom","Cumulative effect of  imp_price_mom shock on  cpi_all_mom","Cumulative effect of  miacr_31 shock on  cpi_all_mom","Cumulative effect of  neer_mom shock on  cpi_all_mom","Cumulative effect of  gdp_per_cap_SA shock on  cpi_all_mom","Cumulative effect of  cpi_all_mom shock on  cpi_all_mom"
161,-0.00190645372633318,-0.00184317254551077,0.000105356140533422,0.000174298391476697,-0.000772491807814301,0.00111127782332277,-0.00342368698745836,0.000962073894429003
162,0.00022891715422414,0.000291359068240411,0.00124714100044026,-2.09239228721233e-05,-0.00132173810575973,0.00017850950605601,-0.00188584260597275,0.00209421319634874
163,0.000333446205595289,0.000394486918844817,0.00175320678196782,-0.000105143013167276,-0.0017980836077588,-0.000102600489804859,-0.00110839950296995,0.00175550675057788
164,-0.00230122981389027,-0.00224137721108874,0.00106676995973929,-0.000231190088063601,-0.00134197448944741,-0.000328157435223709,-0.00188767829883853,0.000480853140745218
165,-0.00366875937472354,-0.00360934245206711,0.000247097034195423,-0.000485726795772979,-9.12788789792839e-05,-0.000941173483307144,-0.0019112467415703,-0.000427013586632826
166,-0.00432649700461774,-0.00426765640980769,-0.000209252539968092,-0.000394472336949279,0.000991362763766556,-0.00111771825966806,-0.00272869941554841,-0.000808876621440403
167,-0.00279535824900602,-0.00273713541515262,-6.80118959464126e-05,0.000134025478106526,0.000806870987904296,-0.000936354790815271,-0.00137088196175625,-0.00130278323264551
168,-0.00523933046455664,-0.00518093723924573,0.000216359784129202,0.000347881369942415,5.74501876191928e-05,-0.000873388834134335,-0.00337817953263555,-0.00155106021416666
169,-0.0038526647526388,-0.00379386767841278,0.000282542219000198,0.000295024117508782,-0.000368113178495747,-0.00129252595724787,-0.0010059923784404,-0.00170480250073774
170,-0.00396984111834743,-0.00391090026318094,0.000563352757639623,0.000578937184463914,-0.000687645763593386,-0.0015563414237945,-0.000915034841254251,-0.00189416817664233
171,-0.00498871483733614,-0.00492916428908965,0.000682636776084161,0.000356004650940568,-0.000904572638859323,-0.00114132867150221,-0.00249134032020319,-0.00143056408554965
172,-0.00449655939975332,-0.00443598625499544,0.000443535781254978,-2.951277337541e-05,-0.00108715259393225,-0.00142634803104586,-0.00140444894957858,-0.000932059688318317
173,-0.00402090224706257,-0.0039596648621107,9.76475599490091e-06,0.000151603744586653,-0.000952900481149714,-0.00170887135700499,-0.000687465036468439,-0.000771796488069112
174,-0.00445332463245828,-0.00439143122708788,-0.000390646148975981,0.000216734210952829,-0.00102004340959034,-0.00185515372890455,-0.000379062306806964,-0.000963259843762878
175,-0.00553286598272072,-0.00546994326974753,-0.000605090743270913,3.26841306751213e-05,-0.00078869739157159,-0.00236381780940857,-0.00091371450527436,-0.000831306950897211
176,-0.00336147972790343,-0.00329783077950575,-0.000250918088409918,4.91202016133966e-05,-0.00101856594378892,-0.00281306910867446,0.000746437887551672,-1.08357277975202e-05
177,-0.00155022494422287,-0.00148624417695825,0.00256795878068821,5.64841630155509e-05,-0.00195617787916139,-0.00176432289410173,-0.000707294008533087,0.000317107661134198
178,0.00068070687231702,0.000745210426911773,0.00447158845713776,-0.000466633405136458,-0.00394474267606556,-0.000823227652047132,0.0034207218760044,-0.00191249617298123
179,-0.00348546246359758,-0.00342056288967742,0.00339886063093528,-0.000514643491825742,-0.00417020713429675,-0.00209151905015592,0.000790334622890998,-0.000833388467225297
180,-0.0033507698218672,-0.00328600870935729,0.00106977859188654,-0.000567937739983139,-0.00335135517699318,-0.00229012708509854,-0.00100961939218659,0.00286325209301764
181,-0.00241693179441808,-0.00235232732604836,-0.00145312231783238,-0.00100836098574428,-0.00159629353520542,-0.00111978482032138,-0.00115737117244591,0.00398260550550101
182,-0.00207313630174238,-0.00200860104452866,-0.0027397459469803,-0.000758408781536036,-0.000770985327119347,0.000241963196479566,-0.000288170661143999,0.00230674647577145
